komentar,emosi,sentimen
"Menurut gw, ini bukan cuma salah pelaku, yang diem juga bersalah, cmiiw ya",negatif
"Baru ngeh deh, malu banget ama instansi yang harusnya melindungi, lagi rame nih",negatif
"Gokil sih, penasaran sama klarifikasi dari pihak polisi, lagi rame nih",netral
"Gue gak habis pikir, kita bayar pajak buat ditontonin doang?, sekian aja sih",negatif
"Baru ngeh deh, masyarakat gak boleh diam aja sih, curious ama pendapat lain",positif
"Lo pernah liat video itu gak, kalo rakyat kecil, pasti udah ditangkap tuh, curious ama pendapat lain",negatif
"Gue setuju sih, kok bisa diem aja sih? 😤, ini opini pribadi",negatif
"Anjir sumpah, belum ngerti konteks lengkapnya, setuju gak?",netral
"Asli parah, kita harus bareng-bareng jaga keadilan, penasaran ama opini kalian",positif
"Nyata banget ini, respect sama orang yang rekam dan sebarin videonya, good vibes only",positif
"Gokil sih, fungsi polisi buat apa kalo gini?, curious ama pendapat lain",negatif
"Gokil sih, masa kejadian kayak gitu ga ditindak?, apa pendapat kalian?",negatif
"Nyata banget ini, doain korban kuat dan sehat terus, sekilas pikiran aja",positif
"Menurut gw, jangan sampe kejadian kayak gini keulang lagi, no hate ya",positif
"Asli parah, polisinya malah nontonin, sumpah absurd, ini opini pribadi",negatif
"Asli parah, bener-bener kehilangan rasa aman sih, tetap waspada guys 💪",negatif
"Gokil sih, rame banget debatnya di medsos, no hate ya",netral
"Gue gak habis pikir, masa kejadian kayak gitu ga ditindak?, gak ada maksud jelek",negatif
"Fix banget, belum jelas juga siapa yang bener, cuma share aja",netral
"Miris banget, jangan takut speak up soal ketidakadilan, sekian aja sih",positif
"Gue baru kepikiran, kalo rakyat kecil, pasti udah ditangkap tuh, tetap waspada guys 💪",negatif
"Ini mah keterlaluan, bingung ama kronologinya, sekilas pikiran aja",netral
"Bener juga ya, harusnya viral biar ditindak, tetap waspada guys 💪",positif
"Miris banget, semoga pelaku dihukum setimpal, santai aja bacanya",positif
"Menurut gw, kebetulan nongol terus di FYP, any thoughts?",netral
"Gue setuju sih, semoga korban dapet bantuan hukum, curious ama pendapat lain",positif
"Btw guys, lagi trending banget di explore, peace all ✌️",netral
"Miris banget, kita harus bareng-bareng jaga keadilan, penasaran ama opini kalian",positif
"Gak masuk akal sih, bingung ama kronologinya, gak ada maksud jelek",netral
"Asli serem, respect sama orang yang rekam dan sebarin videonya, apa pendapat kalian?",positif
"Serius deh, pengen tau ending-nya gimana nanti, apa pendapat kalian?",netral
"Bener juga ya, akhirnya banyak yang buka suara soal ini 👏, semoga bermanfaat",positif
"Gue setuju sih, masa kejadian kayak gitu ga ditindak?, penasaran ama opini kalian",negatif
"Sadar gak sih, kita harus bareng-bareng jaga keadilan, semoga bermanfaat",positif
"Nyata banget ini, harusnya viral biar ditindak, setuju gak?",positif
"Fix banget, gak ngerti ama logika aparat sekarang, ini opini pribadi",negatif
"Anjir sumpah, semoga pelaku dihukum setimpal, peace all ✌️",positif
"Anjir sumpah, kok bisa kejadian di depan mapolri?, no hate ya",negatif
"Gue gak habis pikir, belum ngerti konteks lengkapnya, sekian aja sih",netral
"Bener juga ya, ini bukan cuma salah pelaku, yang diem juga bersalah, curious ama pendapat lain",negatif
"Serius deh, liat-liat dulu aja deh, lagi rame nih",netral
"Asli parah, malu banget ama instansi yang harusnya melindungi, gak ada maksud jelek",negatif
"Fix banget, tindakan kayak gini harusnya dilawan bareng-bareng, cmiiw ya",positif
"Gue setuju sih, bikin malu banget sih polisi cuma rekam doang, apa pendapat kalian?",negatif
"Bener juga ya, ini bukan cuma salah pelaku, yang diem juga bersalah, any thoughts?",negatif
"Asli serem, tindakan kayak gini harusnya dilawan bareng-bareng, sekilas pikiran aja",positif
"Miris banget, debt collector liar makin berani karena dibiarin, gak ada maksud jelek",negatif
"Gak masuk akal sih, tugas polisi bukan jadi kameramen, sekilas pikiran aja",negatif
"Ini mah keterlaluan, kok bisa diem aja sih? 😤, setuju gak?",negatif
"Baru ngeh deh, kalo rakyat kecil, pasti udah ditangkap tuh, gimana menurut lo?",negatif
"Lo pernah liat video itu gak, tugas polisi bukan jadi kameramen, any thoughts?",negatif
"Gokil sih, kok bisa diem aja sih? 😤, curious ama pendapat lain",negatif
"Gue setuju sih, harusnya viral biar ditindak, apa pendapat kalian?",positif
"Gue gak habis pikir, tindakan kayak gini harusnya dilawan bareng-bareng, sekian aja sih",positif
"Bener juga ya, bingung ama kronologinya, ini opini pribadi",netral
"Bener juga ya, debt collector liar makin berani karena dibiarin, lagi rame nih",negatif
"Gue baru kepikiran, semoga pelaku dan pembiar dihukum adil, any thoughts?",positif
"Ini mah keterlaluan, miris banget lihat pembiaran kekerasan gitu, sekilas pikiran aja",negatif
"Ini mah keterlaluan, ini bukan cuma salah pelaku, yang diem juga bersalah, gak ada maksud jelek",negatif
"Gue setuju sih, jangan sampe kejadian kayak gini keulang lagi, semoga bermanfaat",positif
"Baru ngeh deh, harusnya viral biar ditindak, sekilas pikiran aja",positif
"Gue baru kepikiran, semoga institusi berbenah, setuju gak?",positif
"Gue gak habis pikir, semoga korban dapet keadilan 🙏, cuma share aja",positif
"Baru ngeh deh, debt collector liar makin berani karena dibiarin, tetap waspada guys 💪",negatif
"Lo pernah liat video itu gak, itu debt collector udah kayak preman, tetap waspada guys 💪",negatif
"Menurut gw, banyak yang masih debat soal video itu, cmiiw ya",netral
"Anjir sumpah, miris banget lihat pembiaran kekerasan gitu, penasaran ama opini kalian",negatif
"Kocak tapi miris, fungsi polisi buat apa kalo gini?, semoga bermanfaat",negatif
"Baru ngeh deh, respect sama orang yang rekam dan sebarin videonya, gak ada maksud jelek",positif
"Nyata banget ini, bener-bener kehilangan rasa aman sih, tetap waspada guys 💪",negatif
"Btw guys, kebetulan nongol terus di FYP, semoga bermanfaat",netral
"Anjir sumpah, semoga institusi berbenah, any thoughts?",positif
"Asli parah, bikin malu banget sih polisi cuma rekam doang, good vibes only",negatif
"Gue setuju sih, belum jelas juga siapa yang bener, penasaran ama opini kalian",netral
"Gokil sih, respect sama orang yang rekam dan sebarin videonya, any thoughts?",positif
"Btw guys, parahnya bukan main, udah jatuh ditimpa kamera polisi, gimana menurut lo?",negatif
"Menurut gw, semoga pelaku dihukum setimpal, good vibes only",positif
"Gak masuk akal sih, bikin malu banget sih polisi cuma rekam doang, cmiiw ya",negatif
"Bener juga ya, bikin malu banget sih polisi cuma rekam doang, sekilas pikiran aja",negatif
"Btw guys, jangan-jangan udah biasa diem aja?, sekian aja sih",negatif
"Baru ngeh deh, semoga pelaku dan pembiar dihukum adil, tetap waspada guys 💪",positif
"Gue gak habis pikir, ini bukan cuma salah pelaku, yang diem juga bersalah, tetap waspada guys 💪",negatif
"Gue gak habis pikir, semoga pelaku dan pembiar dihukum adil, tetap waspada guys 💪",positif
"Serius deh, jangan-jangan udah biasa diem aja?, cuma share aja",negatif
"Gak masuk akal sih, rame banget yang repost, semoga bermanfaat",netral
"Gokil sih, polisinya malah nontonin, sumpah absurd, penasaran ama opini kalian",negatif
"Gak masuk akal sih, itu debt collector udah kayak preman, curious ama pendapat lain",negatif
"Sadar gak sih, semoga korban dapet bantuan hukum, semoga bermanfaat",positif
"Nyata banget ini, semoga korban dapet bantuan hukum, semoga bermanfaat",positif
"Fix banget, akhirnya banyak yang buka suara soal ini 👏, sekian aja sih",positif
"Menurut gw, sekilas kayak pembiaran, tapi pengen liat konfirmasi dulu, tetap waspada guys 💪",netral
"Nyata banget ini, bikin malu banget sih polisi cuma rekam doang, gimana menurut lo?",negatif
"Serius deh, semoga pelaku dihukum setimpal, tetap waspada guys 💪",positif
"Gue gak habis pikir, masih coba cerna kenapa gak ada yang bantu, sekilas pikiran aja",netral
"Bener juga ya, jangan takut speak up soal ketidakadilan, good vibes only",positif
"Btw guys, ini kalo gak viral, bakalan hilang gitu aja, apa pendapat kalian?",negatif
"Fix banget, parahnya bukan main, udah jatuh ditimpa kamera polisi, gimana menurut lo?",negatif
"Serius deh, pro kontra banget sih ini, gak ada maksud jelek",netral
"Baru ngeh deh, semoga pelaku dihukum setimpal, lagi rame nih",positif
"Lo pernah liat video itu gak, tugas polisi bukan jadi kameramen, semoga bermanfaat",negatif
"Nyata banget ini, semoga korban dapet bantuan hukum, penasaran ama opini kalian",positif
"Gak masuk akal sih, viral kayak gini penting biar dibuka matanya, gimana menurut lo?",positif
"Kocak tapi miris, jangan-jangan udah biasa diem aja?, semoga bermanfaat",negatif
"Asli parah, polisinya malah nontonin, sumpah absurd, gak ada maksud jelek",negatif
"Gokil sih, kalo rakyat kecil, pasti udah ditangkap tuh, sekian aja sih",negatif
"Miris banget, parahnya bukan main, udah jatuh ditimpa kamera polisi, ini opini pribadi",negatif
"Gue gak habis pikir, parahnya bukan main, udah jatuh ditimpa kamera polisi, sekian aja sih",negatif
"Sadar gak sih, kok bisa kejadian di depan mapolri?, ini opini pribadi",negatif
"Asli parah, bener-bener kehilangan rasa aman sih, sekilas pikiran aja",negatif
"Gue setuju sih, semoga korban dapet bantuan hukum, cmiiw ya",positif
"Gue gak habis pikir, kok bisa kejadian di depan mapolri?, sekilas pikiran aja",negatif
"Sadar gak sih, belum jelas juga siapa yang bener, no hate ya",netral
"Fix banget, ini kalo gak viral, bakalan hilang gitu aja, sekian aja sih",negatif
"Asli serem, masih banyak orang baik yang peduli, let’s discuss",positif
"Sadar gak sih, masih nunggu penjelasan dari pihak berwenang, penasaran ama opini kalian",netral
"Lo pernah liat video itu gak, kebetulan nongol terus di FYP, cuma share aja",netral
"Gak masuk akal sih, sekilas kayak pembiaran, tapi pengen liat konfirmasi dulu, semoga bermanfaat",netral
"Ini mah keterlaluan, semoga pelaku dihukum setimpal, ini opini pribadi",positif
"Miris banget, semoga ini jadi titik balik perubahan, lagi rame nih",positif
"Bener juga ya, masih banyak orang baik yang peduli, ini opini pribadi",positif
"Gue baru kepikiran, penting banget edukasi hukum ke masyarakat, peace all ✌️",positif
"Gue baru kepikiran, kita bayar pajak buat ditontonin doang?, cmiiw ya",negatif
"Serius deh, ini bukan cuma salah pelaku, yang diem juga bersalah, sekilas pikiran aja",negatif
"Gue setuju sih, semoga pelaku dan pembiar dihukum adil, no hate ya",positif
"Serius deh, masih banyak orang baik yang peduli, gak ada maksud jelek",positif
"Gue gak habis pikir, pro kontra banget sih ini, cuma share aja",netral
"Lo pernah liat video itu gak, harusnya viral biar ditindak, cuma share aja",positif
"Asli serem, masih coba cerna kenapa gak ada yang bantu, sekian aja sih",netral
"Gue baru kepikiran, viral kayak gini penting biar dibuka matanya, penasaran ama opini kalian",positif
"Gue setuju sih, penting banget edukasi hukum ke masyarakat, peace all ✌️",positif
"Fix banget, bikin malu banget sih polisi cuma rekam doang, peace all ✌️",negatif
"Btw guys, masyarakat gak boleh diam aja sih, ini opini pribadi",positif
"Menurut gw, masa kejadian kayak gitu ga ditindak?, peace all ✌️",negatif
"Baru ngeh deh, ga tau harus bela siapa dulu, lagi rame nih",netral
"Baru ngeh deh, bikin malu banget sih polisi cuma rekam doang, apa pendapat kalian?",negatif
"Sadar gak sih, viral kayak gini penting biar dibuka matanya, let’s discuss",positif
"Gue gak habis pikir, bikin malu banget sih polisi cuma rekam doang, tetap waspada guys 💪",negatif
"Sadar gak sih, sekilas kayak pembiaran, tapi pengen liat konfirmasi dulu, santai aja bacanya",netral
"Gokil sih, kok bisa diem aja sih? 😤, sekilas pikiran aja",negatif
"Nyata banget ini, semoga pelaku dan pembiar dihukum adil, let’s discuss",positif
"Sadar gak sih, belum jelas juga siapa yang bener, no hate ya",netral
"Menurut gw, jangan takut speak up soal ketidakadilan, sekilas pikiran aja",positif
"Gak masuk akal sih, masyarakat gak boleh diam aja sih, good vibes only",positif
"Lo pernah liat video itu gak, masyarakat gak boleh diam aja sih, gak ada maksud jelek",positif
"Gokil sih, viral kayak gini penting biar dibuka matanya, tetap waspada guys 💪",positif
"Asli parah, lagi trending banget di explore, no hate ya",netral
"Lo pernah liat video itu gak, semoga korban dapet keadilan 🙏, gimana menurut lo?",positif
"Anjir sumpah, kita bayar pajak buat ditontonin doang?, tetap waspada guys 💪",negatif
"Serius deh, kita bayar pajak buat ditontonin doang?, lagi rame nih",negatif
"Asli parah, parahnya bukan main, udah jatuh ditimpa kamera polisi, semoga bermanfaat",negatif
"Asli serem, ga tau harus bela siapa dulu, peace all ✌️",netral
"Sadar gak sih, mudah-mudahan jadi pelajaran buat semuanya, cuma share aja",positif
"Asli serem, ini kalo gak viral, bakalan hilang gitu aja, gak ada maksud jelek",negatif
"Sadar gak sih, mudah-mudahan jadi pelajaran buat semuanya, cuma share aja",positif
"Asli serem, semoga ini jadi titik balik perubahan, cuma share aja",positif
"Miris banget, masyarakat gak boleh diam aja sih, apa pendapat kalian?",positif
"Miris banget, kita harus bareng-bareng jaga keadilan, santai aja bacanya",positif
"Gak masuk akal sih, itu debt collector udah kayak preman, cmiiw ya",negatif
"Gue setuju sih, polisinya malah nontonin, sumpah absurd, apa pendapat kalian?",negatif
"Anjir sumpah, sekilas kayak pembiaran, tapi pengen liat konfirmasi dulu, good vibes only",netral
"Serius deh, ga tau harus bela siapa dulu, lagi rame nih",netral
"Asli serem, debt collector liar makin berani karena dibiarin, no hate ya",negatif
"Asli parah, semoga korban dapet bantuan hukum, peace all ✌️",positif
"Gue baru kepikiran, belum ngerti konteks lengkapnya, gak ada maksud jelek",netral
"Baru ngeh deh, penting banget edukasi hukum ke masyarakat, curious ama pendapat lain",positif
"Gue gak habis pikir, masih banyak orang baik yang peduli, apa pendapat kalian?",positif
"Lo pernah liat video itu gak, ini kalo gak viral, bakalan hilang gitu aja, any thoughts?",negatif
"Asli serem, pro kontra banget sih ini, santai aja bacanya",netral
"Gak masuk akal sih, viral kayak gini penting biar dibuka matanya, gimana menurut lo?",positif
"Lo pernah liat video itu gak, masih banyak orang baik yang peduli, let’s discuss",positif
"Gue setuju sih, baru liat videonya rame di X, peace all ✌️",netral
"Gak masuk akal sih, itu debt collector udah kayak preman, gimana menurut lo?",negatif
"Bener juga ya, akhirnya banyak yang buka suara soal ini 👏, lagi rame nih",positif
"Ini mah keterlaluan, masyarakat gak boleh diam aja sih, curious ama pendapat lain",positif
"Btw guys, kayaknya bakal panjang urusannya, sekilas pikiran aja",netral
"Gokil sih, penting banget edukasi hukum ke masyarakat, no hate ya",positif
"Gokil sih, penting banget edukasi hukum ke masyarakat, no hate ya",positif
"Serius deh, masa kejadian kayak gitu ga ditindak?, tetap waspada guys 💪",negatif
"Serius deh, kebetulan nongol terus di FYP, good vibes only",netral
"Gue setuju sih, akhirnya banyak yang buka suara soal ini 👏, any thoughts?",positif
"Gue setuju sih, malu banget ama instansi yang harusnya melindungi, lagi rame nih",negatif
"Anjir sumpah, semoga Polri mau introspeksi, cmiiw ya",positif
"Asli parah, semoga Polri mau introspeksi, cmiiw ya",positif
"Asli parah, masih coba cerna kenapa gak ada yang bantu, apa pendapat kalian?",netral
"Nyata banget ini, bikin malu banget sih polisi cuma rekam doang, santai aja bacanya",negatif
"Nyata banget ini, tugas polisi bukan jadi kameramen, cuma share aja",negatif
"Gue baru kepikiran, kok bisa kejadian di depan mapolri?, semoga bermanfaat",negatif
"Kocak tapi miris, parahnya bukan main, udah jatuh ditimpa kamera polisi, let’s discuss",negatif
"Nyata banget ini, semoga ini jadi titik balik perubahan, tetap waspada guys 💪",positif
"Gue baru kepikiran, jangan takut speak up soal ketidakadilan, cmiiw ya",positif
"Anjir sumpah, akhirnya banyak yang buka suara soal ini 👏, curious ama pendapat lain",positif
"Serius deh, kok bisa kejadian di depan mapolri?, setuju gak?",negatif
"Nyata banget ini, baru liat videonya rame di X, santai aja bacanya",netral
"Lo pernah liat video itu gak, penasaran sama klarifikasi dari pihak polisi, penasaran ama opini kalian",netral
"Anjir sumpah, masih banyak orang baik yang peduli, cmiiw ya",positif
"Fix banget, udah kayak negara tanpa hukum, gimana menurut lo?",negatif
"Asli serem, miris banget lihat pembiaran kekerasan gitu, any thoughts?",negatif
"Lo pernah liat video itu gak, mudah-mudahan jadi pelajaran buat semuanya, gak ada maksud jelek",positif
"Gue setuju sih, jangan takut speak up soal ketidakadilan, curious ama pendapat lain",positif
"Gue baru kepikiran, kok bisa kejadian di depan mapolri?, curious ama pendapat lain",negatif
"Btw guys, kalo rakyat kecil, pasti udah ditangkap tuh, let’s discuss",negatif
"Gokil sih, liat-liat dulu aja deh, cmiiw ya",netral
"Serius deh, tugas polisi bukan jadi kameramen, apa pendapat kalian?",negatif
"Sadar gak sih, rame banget yang repost, semoga bermanfaat",netral
"Lo pernah liat video itu gak, semoga pelaku dihukum setimpal, ini opini pribadi",positif
"Asli serem, masih coba cerna kenapa gak ada yang bantu, cmiiw ya",netral
"Serius deh, masih coba cerna kenapa gak ada yang bantu, peace all ✌️",netral
"Gokil sih, gak ngerti ama logika aparat sekarang, gimana menurut lo?",negatif
"Btw guys, semoga korban dapet bantuan hukum, apa pendapat kalian?",positif
"Sadar gak sih, respect sama orang yang rekam dan sebarin videonya, tetap waspada guys 💪",positif
"Kocak tapi miris, gak ngerti ama logika aparat sekarang, cuma share aja",negatif
"Kocak tapi miris, itu debt collector udah kayak preman, let’s discuss",negatif
"Asli parah, ga tau harus bela siapa dulu, gak ada maksud jelek",netral
"Gokil sih, polisinya malah nontonin, sumpah absurd, sekian aja sih",negatif
"Miris banget, masih banyak orang baik yang peduli, setuju gak?",positif
"Asli serem, respect sama orang yang rekam dan sebarin videonya, good vibes only",positif
"Bener juga ya, kok bisa diem aja sih? 😤, cuma share aja",negatif
"Ini mah keterlaluan, polisinya malah nontonin, sumpah absurd, good vibes only",negatif
"Gokil sih, masih banyak orang baik yang peduli, ini opini pribadi",positif
"Kocak tapi miris, bingung ama kronologinya, cmiiw ya",netral
"Bener juga ya, semoga ini jadi titik balik perubahan, cmiiw ya",positif
"Sadar gak sih, ini kalo gak viral, bakalan hilang gitu aja, tetap waspada guys 💪",negatif
"Serius deh, masyarakat gak boleh diam aja sih, any thoughts?",positif
"Gue setuju sih, semoga ini jadi titik balik perubahan, let’s discuss",positif
"Lo pernah liat video itu gak, belum tau latar belakangnya, sekian aja sih",netral
"Lo pernah liat video itu gak, bikin malu banget sih polisi cuma rekam doang, ini opini pribadi",negatif
"Baru ngeh deh, ini bukan cuma salah pelaku, yang diem juga bersalah, good vibes only",negatif
"Fix banget, respect sama orang yang rekam dan sebarin videonya, ini opini pribadi",positif
"Ini mah keterlaluan, doain korban kuat dan sehat terus, any thoughts?",positif
"Asli parah, semoga institusi berbenah, gak ada maksud jelek",positif
"Gokil sih, kebetulan nongol terus di FYP, ini opini pribadi",netral
"Menurut gw, masih nunggu penjelasan dari pihak berwenang, ini opini pribadi",netral
"Bener juga ya, sekilas kayak pembiaran, tapi pengen liat konfirmasi dulu, cuma share aja",netral
"Menurut gw, respect sama orang yang rekam dan sebarin videonya, semoga bermanfaat",positif
"Nyata banget ini, bener-bener kehilangan rasa aman sih, lagi rame nih",negatif
"Menurut gw, ini kalo gak viral, bakalan hilang gitu aja, setuju gak?",negatif
"Fix banget, ini kalo gak viral, bakalan hilang gitu aja, ini opini pribadi",negatif
"Gue gak habis pikir, mudah-mudahan jadi pelajaran buat semuanya, cuma share aja",positif
"Lo pernah liat video itu gak, sekilas kayak pembiaran, tapi pengen liat konfirmasi dulu, semoga bermanfaat",netral
"Anjir sumpah, gak ngerti ama logika aparat sekarang, ini opini pribadi",negatif
"Nyata banget ini, harusnya viral biar ditindak, sekilas pikiran aja",positif
"Gue setuju sih, fungsi polisi buat apa kalo gini?, apa pendapat kalian?",negatif
"Sadar gak sih, harusnya viral biar ditindak, any thoughts?",positif
"Ini mah keterlaluan, bikin malu banget sih polisi cuma rekam doang, setuju gak?",negatif
"Nyata banget ini, kok bisa diem aja sih? 😤, good vibes only",negatif
"Baru ngeh deh, masih coba cerna kenapa gak ada yang bantu, cuma share aja",netral
"Sadar gak sih, penasaran sama klarifikasi dari pihak polisi, cmiiw ya",netral
"Menurut gw, kita bayar pajak buat ditontonin doang?, santai aja bacanya",negatif
"Fix banget, ini bukan cuma salah pelaku, yang diem juga bersalah, penasaran ama opini kalian",negatif
"Gue baru kepikiran, jangan takut speak up soal ketidakadilan, apa pendapat kalian?",positif
"Gak masuk akal sih, lagi trending banget di explore, no hate ya",netral
"Asli parah, masih banyak orang baik yang peduli, santai aja bacanya",positif
"Gue baru kepikiran, viral kayak gini penting biar dibuka matanya, peace all ✌️",positif
"Nyata banget ini, semoga institusi berbenah, sekian aja sih",positif
"Bener juga ya, semoga institusi berbenah, cmiiw ya",positif
"Miris banget, ga tau harus bela siapa dulu, good vibes only",netral
"Asli parah, doain korban kuat dan sehat terus, good vibes only",positif
"Gak masuk akal sih, semoga korban dapet bantuan hukum, gak ada maksud jelek",positif
"Bener juga ya, belum tau latar belakangnya, sekian aja sih",netral
"Gokil sih, akhirnya banyak yang buka suara soal ini 👏, semoga bermanfaat",positif
"Sadar gak sih, kalo rakyat kecil, pasti udah ditangkap tuh, cuma share aja",negatif
"Miris banget, penasaran sama klarifikasi dari pihak polisi, peace all ✌️",netral
"Asli serem, debt collector liar makin berani karena dibiarin, ini opini pribadi",negatif
"Gue setuju sih, tindakan kayak gini harusnya dilawan bareng-bareng, gimana menurut lo?",positif
"Anjir sumpah, jangan sampe kejadian kayak gini keulang lagi, curious ama pendapat lain",positif
"Nyata banget ini, respect sama orang yang rekam dan sebarin videonya, good vibes only",positif
"Btw guys, baru liat videonya rame di X, peace all ✌️",netral
"Serius deh, polisinya malah nontonin, sumpah absurd, let’s discuss",negatif
"Baru ngeh deh, malu banget ama instansi yang harusnya melindungi, any thoughts?",negatif
"Kocak tapi miris, banyak yang masih debat soal video itu, tetap waspada guys 💪",netral
"Bener juga ya, viral kayak gini penting biar dibuka matanya, let’s discuss",positif
"Anjir sumpah, tugas polisi bukan jadi kameramen, any thoughts?",negatif
"Baru ngeh deh, semoga korban dapet bantuan hukum, curious ama pendapat lain",positif
"Baru ngeh deh, respect sama orang yang rekam dan sebarin videonya, tetap waspada guys 💪",positif
"Asli serem, pro kontra banget sih ini, no hate ya",netral
"Menurut gw, akhirnya banyak yang buka suara soal ini 👏, cmiiw ya",positif
"Miris banget, kalo rakyat kecil, pasti udah ditangkap tuh, sekilas pikiran aja",negatif
"Serius deh, kok bisa diem aja sih? 😤, apa pendapat kalian?",negatif
"Asli parah, kalo rakyat kecil, pasti udah ditangkap tuh, let’s discuss",negatif
"Gokil sih, miris banget lihat pembiaran kekerasan gitu, setuju gak?",negatif
